Unnamed: 0,Model,Price_w/o_shipping,Vendor,Date
1086,Liebherr FNb 5056-20 Prime NoFrost,"€ 1499,00",Majdic,2024-06-26
1087,Liebherr FNb 5056-20 Prime NoFrost,"€ 1499,00",Stohlhofer,2024-06-26
1088,Liebherr SIFNd 4556-20 Prime NoFrost,"€ 1499,00",Köck,2024-06-26
1089,Liebherr SIFNd 4556-20 Prime NoFrost,"€ 1739,00",Küchen & Wohnstudio Kutzer,2024-06-26
1090,Liebherr SIFNd 4556-20 Prime NoFrost,"€ 1749,00",Schreck,2024-06-26
1091,Exquisit GS81-H-010E,"€ 229,99",Köck,2024-06-26
1092,Exquisit GS81-H-010E,"€ 229,99",Servicehansa,2024-06-26
1093,Exquisit GS81-H-010E,"€ 229,99",Universal Versand,2024-06-26
1094,Exquisit GS81-H-010E,"€ 229,99",OTTO Österreich,2024-06-26
1095,Exquisit GS81-H-010E,"€ 233,96",Elektroshop Wagner AT,2024-06-26
1096,Bosch Serie 6 GSN36BIEP,"€ 1069,00",Alternate.at,2024-06-26
1097,Bosch Serie 6 GSN36BIEP,"€ 1099,00",Köck,2024-06-26
1098,Bosch Serie 6 GSN36BIEP,"€ 1099,00",Radio Krejcik Wien,2024-06-26
1099,Bosch Serie 6 GSN36BIEP,"€ 1099,00",Küchen & Wohnstudio Kutzer,2024-06-26
1100,Bosch Serie 6 GSN36BIEP,"€ 1099,00",Servicehansa,2024-06-26
1101,Bosch Serie 6 GSN36BIEP,"€ 1104,88",Amazon.at,2024-06-26
1102,Bosch Serie 6 GSN36BIEP,"€ 1108,24",Elektroshop Wagner AT,2024-06-26
1103,Bosch Serie 6 GSN36BIEP,"€ 1109,00",Media Markt.at,2024-06-26
1104,Bosch Serie 6 GSN36BIEP,"€ 1229,00",Bosch Online Shop,2024-06-26
1105,Bosch Serie 6 GSN36BIEP,"€ 1449,00",sopo.at,2024-06-26
1106,Bosch Serie 6 GSN36BIEP,"€ 1674,68",mylemon.at,2024-06-26
1107,Bosch Serie 6 GIV11ADC0,"€ 649,00",Köck,2024-06-26
1108,Bosch Serie 6 GIV11ADC0,"€ 649,00",Radio Krejcik Wien,2024-06-26
1109,Bosch Serie 6 GIV11ADC0,"€ 649,00",Servicehansa,2024-06-26
1110,Bosch Serie 6 GIV11ADC0,"€ 655,73",sopo.at,2024-06-26
1111,Bosch Serie 6 GIV11ADC0,"€ 665,29",Amazon.at,2024-06-26
1112,Bosch Serie 6 GIV11ADC0,"€ 688,00",electronic4you,2024-06-26
1113,Bosch Serie 6 GIV11ADC0,"€ 688,00",Majdic,2024-06-26
1114,Bosch Serie 6 GIV11ADC0,"€ 688,00",electronic4you,2024-06-26
1115,Bosch Serie 6 GIV11ADC0,"€ 689,99",Media Markt.at,2024-06-26
1116,Bosch Serie 6 GIV11ADC0,"€ 705,70",e-tec.at,2024-06-26
1117,Bosch Serie 6 GIV11ADC0,"€ 708,00",Mybauer.at,2024-06-26
1118,Bosch Serie 6 GIV11ADC0,"€ 710,69",0815,2024-06-26
1119,Bosch Serie 6 GIV11ADC0,"€ 714,00",Alternate.at,2024-06-26
1120,Bosch Serie 6 GIV11ADC0,"€ 769,99",Universal Versand,2024-06-26
1121,Bosch Serie 6 GIV11ADC0,"€ 769,99",OTTO Österreich,2024-06-26
1122,Bosch Serie 6 GIV11ADC0,"€ 829,00",Bosch Online Shop,2024-06-26
1123,Bosch Serie 6 GIV11ADC0,"€ 889,00",Küchen & Wohnstudio Kutzer,2024-06-26
1124,Bosch Serie 6 GIV11ADC0,"€ 890,15",Elektroshop Wagner AT,2024-06-26
1125,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",Köck,2024-06-26
1126,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",ek-online,2024-06-26
1127,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",Schreck,2024-06-26
1128,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",ElectronicPartner,2024-06-26
1129,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",ALLES KÜCHE,2024-06-26
1130,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",Küchen & Wohnstudio Kutzer,2024-06-26
1131,Liebherr FNb 465i-22 Prime NoFrost,"€ 1429,00",Red Zac,2024-06-26
1132,Siemens iQ500 GI81NACE0,"€ 959,00",Köck,2024-06-26
1133,Siemens iQ500 GI81NACE0,"€ 959,00",akatronik,2024-06-26
1134,Siemens iQ500 GI81NACE0,"€ 959,00",sopo.at,2024-06-26
1135,Siemens iQ500 GI81NACE0,"€ 959,00",electronic4you,2024-06-26
1136,Siemens iQ500 GI81NACE0,"€ 959,00",Majdic,2024-06-26
1137,Siemens iQ500 GI81NACE0,"€ 959,00",Servicehansa,2024-06-26
1138,Siemens iQ500 GI81NACE0,"€ 959,00",electronic4you,2024-06-26
1139,Siemens iQ500 GI81NACE0,"€ 1004,00",Mybauer.at,2024-06-26
1140,Siemens iQ500 GI81NACE0,"€ 1122,98",0815,2024-06-26
1141,Siemens iQ500 GI81NACE0,"€ 1139,00",Alternate.at,2024-06-26
1142,Siemens iQ500 GI81NACE0,"€ 1198,00",Küchen & Wohnstudio Kutzer,2024-06-26
1143,Siemens iQ500 GI81NACE0,"€ 1965,83",W-Wohnen,2024-06-26
1144,Siemens iQ500 GI81NACE0,"€ 2009,99",Universal Versand,2024-06-26
1145,Siemens iQ500 GI81NACE0,"€ 2009,99",OTTO Österreich,2024-06-26
1146,Siemens iQ500 GI81NACE0,"€ 2025,88",Amazon.at,2024-06-26
1147,Exquisit GS271-NF-H-010E weiß,"€ 399,00",Köck,2024-06-26
1148,Exquisit GS271-NF-H-010E weiß,"€ 399,00",Servicehansa,2024-06-26
1149,Exquisit GS271-NF-H-010E weiß,"€ 409,99",Media Markt.at,2024-06-26
1150,Exquisit GS271-NF-H-010E weiß,"€ 419,99",neckermann.at,2024-06-26
1151,Exquisit GS271-NF-H-010E weiß,"€ 429,99",Universal Versand,2024-06-26
1152,Exquisit GS271-NF-H-010E weiß,"€ 429,99",OTTO Österreich,2024-06-26
1153,Exquisit GS271-NF-H-010E weiß,"€ 444,44",Elektroshop Wagner AT,2024-06-26
1154,Exquisit GS271-NF-H-010E weiß,"€ 469,00",sopo.at,2024-06-26
1155,Liebherr Fe 1003-20 Pure,"€ 479,00",Köck,2024-06-26
1156,Liebherr Fe 1003-20 Pure,"€ 479,00",ek-online,2024-06-26
1157,Liebherr Fe 1003-20 Pure,"€ 479,00",Schreck,2024-06-26
1158,Liebherr Fe 1003-20 Pure,"€ 479,00",ElectronicPartner,2024-06-26
1159,Liebherr Fe 1003-20 Pure,"€ 479,00",Küchen & Wohnstudio Kutzer,2024-06-26
1160,Liebherr Fe 1003-20 Pure,"€ 479,00",Servicehansa,2024-06-26
1161,Liebherr Fe 1003-20 Pure,"€ 479,00",Red Zac,2024-06-26
1162,Liebherr Fe 1003-20 Pure,"€ 479,99",Media Markt.at,2024-06-26
1163,Siemens iQ500 GS51NEWDV,"€ 799,00",Köck,2024-06-26
1164,Siemens iQ500 GS51NEWDV,"€ 799,00",ek-online,2024-06-26
1165,Siemens iQ500 GS51NEWDV,"€ 799,00",Radio Krejcik Wien,2024-06-26
1166,Siemens iQ500 GS51NEWDV,"€ 1049,00",Red Zac,2024-06-26
1167,Hisense FV245N4AW2,"€ 368,55",Amazon.at,2024-06-26
1168,Hisense FV245N4AW2,"€ 459,99",Universal Versand,2024-06-26
1169,Hisense FV245N4AW2,"€ 459,99",OTTO Österreich,2024-06-26
1170,Hisense FV245N4AW2,"€ 462,00",Alternate.at,2024-06-26
1171,Hisense FV245N4AW2,"€ 473,94",Elektroshop Wagner AT,2024-06-26
1172,Hisense FV245N4AW2,"€ 967,07",mylemon.at,2024-06-26
1173,Exquisit GB40-150E Mini weiß,"€ 135,00",Köck,2024-06-26
1174,Exquisit GB40-150E Mini weiß,"€ 135,00",Radio Krejcik Wien,2024-06-26
1175,Exquisit GB40-150E Mini weiß,"€ 135,00",Servicehansa,2024-06-26
1176,Exquisit GB40-150E Mini weiß,"€ 136,99",Media Markt.at,2024-06-26
1177,Exquisit GB40-150E Mini weiß,"€ 144,99",neckermann.at,2024-06-26
1178,Exquisit GB40-150E Mini weiß,"€ 149,99",Universal Versand,2024-06-26
1179,Exquisit GB40-150E Mini weiß,"€ 149,99",OTTO Österreich,2024-06-26
1180,Exquisit GB40-150E Mini weiß,"€ 177,18",Elektroshop Wagner AT,2024-06-26
1181,Bosch Serie 6 GUN21ADE0,"€ 613,00",Alternate.at,2024-06-26
1182,Bosch Serie 6 GUN21ADE0,"€ 645,37",Amazon.at,2024-06-26
1183,Bosch Serie 6 GUN21ADE0,"€ 679,00",Köck,2024-06-26
1184,Bosch Serie 6 GUN21ADE0,"€ 679,00",Servicehansa,2024-06-26
1185,Bosch Serie 6 GUN21ADE0,"€ 687,90",Mybauer.at,2024-06-26
1186,Bosch Serie 6 GUN21ADE0,"€ 739,99",Media Markt.at,2024-06-26
1187,Bosch Serie 6 GUN21ADE0,"€ 799,00",Küchen & Wohnstudio Kutzer,2024-06-26
1188,Bosch Serie 6 GUN21ADE0,"€ 799,00",Bosch Online Shop,2024-06-26
1189,Bosch Serie 6 GUN21ADE0,"€ 1229,00",sopo.at,2024-06-26
1190,Bosch Serie 6 GSN51EWCV,"€ 1299,00",Köck,2024-06-26
1191,Bosch Serie 6 GSN51EWCV,"€ 1299,00",Schreck,2024-06-26
1192,Bosch Serie 6 GSN51EWCV,"€ 1299,00",akatronik,2024-06-26
1193,Bosch Serie 6 GSN51EWCV,"€ 1299,00",Radio Krejcik Wien,2024-06-26
1194,Bosch Serie 6 GSN51EWCV,"€ 1299,00",mörth online,2024-06-26
1195,Bosch Serie 6 GSN51EWCV,"€ 1299,00",Red Zac,2024-06-26
1196,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",Köck,2024-06-26
1197,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",ek-online,2024-06-26
1198,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",Schreck,2024-06-26
1199,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",ElectronicPartner,2024-06-26
1200,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",ALLES KÜCHE,2024-06-26
1201,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",Küchen & Wohnstudio Kutzer,2024-06-26
1202,Liebherr FNc 527i-22 Peak NoFrost,"€ 1499,00",Red Zac,2024-06-26
1203,Liebherr FNc 527i-22 Peak NoFrost,"€ 1578,00",Media Markt.at,2024-06-26
1204,Liebherr GP 2433-21 Comfort,"€ 599,45",0815,2024-06-26
1205,Elektra Bregenz FSN 9950,"€ 699,99",Köck,2024-06-26
1206,Elektra Bregenz FSN 9950,"€ 699,99",akatronik,2024-06-26
1207,Elektra Bregenz FSN 9950,"€ 699,99",Di-Life,2024-06-26
1208,Elektra Bregenz FSN 9950,"€ 699,99",Servicehansa,2024-06-26
1209,Elektra Bregenz FSN 9950,"€ 699,99",neckermann.at,2024-06-26
1210,Elektra Bregenz FSN 9950,"€ 749,00",Elektro Outlet Steyr,2024-06-26
1211,Elektra Bregenz FSN 9950,"€ 769,00",Küchen & Wohnstudio Kutzer,2024-06-26
1212,Liebherr GN 3735-21 Comfort NoFrost,"€ 799,00",Köck,2024-06-26
1213,Liebherr GN 3735-21 Comfort NoFrost,"€ 1049,00",Schreck,2024-06-26
1214,Exquisit GS231-NF-H-040D,"€ 428,99",Köck,2024-06-26
1215,Exquisit GS231-NF-H-040D,"€ 428,99",Servicehansa,2024-06-26
1216,Exquisit GS231-NF-H-040D,"€ 428,99",neckermann.at,2024-06-26
1217,Exquisit GS231-NF-H-040D,"€ 429,99",Universal Versand,2024-06-26
1218,Exquisit GS231-NF-H-040D,"€ 429,99",OTTO Österreich,2024-06-26
1219,Exquisit GS231-NF-H-040D,"€ 430,00",e-tec.at,2024-06-26
1220,Exquisit GS231-NF-H-040D,"€ 432,61",Elektroshop Wagner AT,2024-06-26
1221,Exquisit GS231-NF-H-040D,"€ 456,28",0815,2024-06-26
1222,Exquisit GS231-NF-H-040D,"€ 519,00",elektro-a-markt,2024-06-26
1223,Exquisit GS231-NF-H-040D,"€ 758,99",iQ Shop,2024-06-26
1224,Exquisit GS231-NF-H-040D,"€ 778,99",iQ shop,2024-06-26
1225,Nabo GS 1532,"€ 299,00",INTERSPAR Onlineshop,2024-06-26
1226,Nabo GS 1532,"€ 369,99",Expert,2024-06-26
1227,Nabo GS 2087,"€ 299,99",sabi-online,2024-06-26
1228,Nabo GS 2087,"€ 329,00",World Of Electronics,2024-06-26
1229,Nabo GS 2087,"€ 329,00",Red Zac,2024-06-26
1230,Nabo GS 2087,"€ 329,99",Expert,2024-06-26
1231,Nabo GS 2087,"€ 329,99",etisch,2024-06-26
1232,Nabo GS 2087,"€ 329,99",Universal Versand,2024-06-26
1233,Nabo GS 2087,"€ 329,99",OTTO Österreich,2024-06-26
1234,Nabo GS 2087,"€ 329,99",elektro tisch,2024-06-26
1235,Nabo GS 2087,"€ 339,00",moebelix.at,2024-06-26
1236,Elektra Bregenz FSNM 9766,"€ 597,00",Media Markt.at,2024-06-26
1237,Elektra Bregenz FSNM 9766,"€ 599,00",Elektro Outlet Steyr,2024-06-26
1238,Liebherr FNc 7277-20,"€ 1477,00",Köck,2024-06-26
1239,Liebherr FNc 7277-20,"€ 1477,00",0815,2024-06-26
1240,Liebherr FNc 7277-20,"€ 1477,00",electronic4you,2024-06-26
1241,Liebherr FNc 7277-20,"€ 1477,00",Majdic,2024-06-26
1242,Liebherr FNc 7277-20,"€ 1590,00",Küchen & Wohnstudio Kutzer,2024-06-26
1243,Liebherr FNc 7277-20,"€ 1599,00",Schreck,2024-06-26
1244,Exquisit GS230-H-040D weiß,"€ 349,99",Köck,2024-06-26
1245,Exquisit GS230-H-040D weiß,"€ 349,99",Servicehansa,2024-06-26
1246,Exquisit GS230-H-040D weiß,"€ 349,99",Universal Versand,2024-06-26
1247,Exquisit GS230-H-040D weiß,"€ 349,99",OTTO Österreich,2024-06-26
1248,Exquisit GS230-H-040D weiß,"€ 349,99",neckermann.at,2024-06-26
1249,Siemens iQ500 GI21VAFE0,"€ 495,00",Köck,2024-06-26
1250,Siemens iQ500 GI21VAFE0,"€ 495,00",akatronik,2024-06-26
1251,Siemens iQ500 GI21VAFE0,"€ 495,00",Radio Krejcik Wien,2024-06-26
1252,Siemens iQ500 GI21VAFE0,"€ 495,00",Servicehansa,2024-06-26
1253,Siemens iQ500 GI21VAFE0,"€ 499,00",ek-online,2024-06-26
1254,Siemens iQ500 GI21VAFE0,"€ 499,00",Küchen & Wohnstudio Kutzer,2024-06-26
1255,Siemens iQ500 GI21VAFE0,"€ 499,00",electronic4you,2024-06-26
1256,Siemens iQ500 GI21VAFE0,"€ 499,00",Majdic,2024-06-26
1257,Siemens iQ500 GI21VAFE0,"€ 533,59",sopo.at,2024-06-26
1258,Siemens iQ500 GI21VAFE0,"€ 540,00",Mybauer.at,2024-06-26
1259,Siemens iQ500 GI21VAFE0,"€ 549,99",Media Markt.at,2024-06-26
1260,Siemens iQ500 GI21VAFE0,"€ 554,25",e-tec.at,2024-06-26
1261,Siemens iQ500 GI21VAFE0,"€ 561,86",0815,2024-06-26
1262,Siemens iQ500 GI21VAFE0,"€ 584,86",Amazon.at,2024-06-26
1263,Siemens iQ500 GI21VAFE0,"€ 629,99",Universal Versand,2024-06-26
1264,Siemens iQ500 GI21VAFE0,"€ 629,99",OTTO Österreich,2024-06-26
1265,Siemens iQ500 GI21VAFE0,"€ 648,57",Elektroshop Wagner AT,2024-06-26
1266,Siemens iQ500 GI21VAFE0,"€ 689,00",Siemens Online Shop,2024-06-26
1267,Siemens iQ500 GI21VAFE0,"€ 759,00",Selektro,2024-06-26
1268,Siemens iQ500 GI21VAFE0,"€ 869,00",W-Wohnen,2024-06-26
1269,Liebherr FNd 4625-20 Plus NoFrost,"€ 849,00",Köck,2024-06-26
1270,Liebherr FNd 4625-20 Plus NoFrost,"€ 849,00",Schreck,2024-06-26
1271,Liebherr FNd 4625-20 Plus NoFrost,"€ 849,00",akatronik,2024-06-26
1272,Liebherr FNd 4625-20 Plus NoFrost,"€ 849,00",Küchen & Wohnstudio Kutzer,2024-06-26
1273,Samsung RZ32C7AE6WW,"€ 876,30",Amazon.at,2024-06-26
1274,Bosch Serie 6 GSN54AWDV,"€ 768,00",Köck,2024-06-26
1275,Bosch Serie 6 GSN54AWDV,"€ 768,00",Radio Krejcik Wien,2024-06-26
1276,Bosch Serie 6 GSN54AWDV,"€ 768,00",Servicehansa,2024-06-26
1277,Bosch Serie 6 GSN54AWDV,"€ 776,00",Alternate.at,2024-06-26
1278,Bosch Serie 6 GSN54AWDV,"€ 813,53",Elektroshop Wagner AT,2024-06-26
1279,Bosch Serie 6 GSN54AWDV,"€ 829,00",mörth online,2024-06-26
1280,Bosch Serie 6 GSN54AWDV,"€ 836,16",0815,2024-06-26
1281,Bosch Serie 6 GSN54AWDV,"€ 838,56",sopo.at,2024-06-26
1282,Bosch Serie 6 GSN54AWDV,"€ 839,00",Küchen & Wohnstudio Kutzer,2024-06-26
1283,Bosch Serie 6 GSN54AWDV,"€ 871,26",Amazon.at,2024-06-26
1284,Bosch Serie 6 GSN54AWDV,"€ 879,99",Media Markt.at,2024-06-26
1285,Bosch Serie 6 GSN54AWDV,"€ 889,99",Universal Versand,2024-06-26
1286,Bosch Serie 6 GSN54AWDV,"€ 889,99",OTTO Österreich,2024-06-26
1287,Bosch Serie 6 GSN54AWDV,"€ 957,90",techonly,2024-06-26
1288,Bosch Serie 6 GSN54AWDV,"€ 989,00",Bosch Online Shop,2024-06-26
1289,Bosch Serie 6 GSN54AWDV,"€ 993,05",e-tec.at,2024-06-26
1290,Bosch Serie 6 GSN54AWDV,"€ 1125,44",Di-Life,2024-06-26
1291,Bosch Serie 6 GSN54AWDV,"€ 1252,02",mylemon.at,2024-06-26
1292,Bosch Serie 6 GSN54AWDV,"€ 1322,10",iQ shop,2024-06-26
1293,Bosch Serie 6 GSN54AWDV,"€ 1449,00",iQ Shop,2024-06-26
1294,Privileg PFVN 246 W,"€ 479,99",Universal Versand,2024-06-26
1295,Privileg PFVN 246 W,"€ 479,99",OTTO Österreich,2024-06-26
1296,Privileg PFVN 246 W,"€ 484,80",Amazon.at,2024-06-26
1297,Privileg PFVN 246 W,"€ 484,99",Media Markt.at,2024-06-26
1298,Privileg PFVN 246 W,"€ 510,50",Radio Krejcik Wien,2024-06-26
1299,Privileg PFVN 246 W,"€ 559,00",moebelix.at,2024-06-26
1300,Privileg PFVN 246 W,"€ 579,66",0815,2024-06-26
1301,Exquisit GS380-NF-H-050E inoxlook,"€ 654,45",Köck,2024-06-26
1302,Exquisit GS380-NF-H-050E inoxlook,"€ 654,45",Servicehansa,2024-06-26
1303,Exquisit GS380-NF-H-050E inoxlook,"€ 654,45",Elektroshop Wagner AT,2024-06-26
1304,Exquisit GS380-NF-H-050E inoxlook,"€ 679,99",electronic4you,2024-06-26
1305,Exquisit GS380-NF-H-050E inoxlook,"€ 679,99",Majdic,2024-06-26
1306,Exquisit GS380-NF-H-050E inoxlook,"€ 679,99",Media Markt.at,2024-06-26
1307,Exquisit GS380-NF-H-050E inoxlook,"€ 679,99",electronic4you,2024-06-26
1308,Exquisit GS380-NF-H-050E inoxlook,"€ 679,99",neckermann.at,2024-06-26
1309,Exquisit GS380-NF-H-050E inoxlook,"€ 849,00",sopo.at,2024-06-26
1310,Bosch Serie 6 GIV21AFE0,"€ 528,82",Köck,2024-06-26
1311,Bosch Serie 6 GIV21AFE0,"€ 528,82",Radio Krejcik Wien,2024-06-26
1312,Bosch Serie 6 GIV21AFE0,"€ 528,82",Servicehansa,2024-06-26
1313,Bosch Serie 6 GIV21AFE0,"€ 542,00",Alternate.at,2024-06-26
1314,Bosch Serie 6 GIV21AFE0,"€ 585,03",Amazon.at,2024-06-26
1315,Bosch Serie 6 GIV21AFE0,"€ 587,82",Mybauer.at,2024-06-26
1316,Bosch Serie 6 GIV21AFE0,"€ 589,99",Media Markt.at,2024-06-26
1317,Bosch Serie 6 GIV21AFE0,"€ 598,48",0815,2024-06-26
1318,Bosch Serie 6 GIV21AFE0,"€ 599,00",Schreck,2024-06-26
1319,Bosch Serie 6 GIV21AFE0,"€ 604,75",e-tec.at,2024-06-26
1320,Bosch Serie 6 GIV21AFE0,"€ 609,90",techonly,2024-06-26
1321,Bosch Serie 6 GIV21AFE0,"€ 619,99",Universal Versand,2024-06-26
1322,Bosch Serie 6 GIV21AFE0,"€ 619,99",OTTO Österreich,2024-06-26
1323,Bosch Serie 6 GIV21AFE0,"€ 628,14",sopo.at,2024-06-26
1324,Bosch Serie 6 GIV21AFE0,"€ 648,57",Elektroshop Wagner AT,2024-06-26
1325,Bosch Serie 6 GIV21AFE0,"€ 689,00",Bosch Online Shop,2024-06-26
1326,Bosch Serie 6 GIV21AFE0,"€ 699,00",Küchen & Wohnstudio Kutzer,2024-06-26
1327,Bosch Serie 6 GIV21AFE0,"€ 1008,04",mylemon.at,2024-06-26
1328,Exquisit GS380-NF-H-050E weiß,"€ 634,29",Köck,2024-06-26
1329,Exquisit GS380-NF-H-050E weiß,"€ 634,29",Servicehansa,2024-06-26
1330,Exquisit GS380-NF-H-050E weiß,"€ 634,29",Elektroshop Wagner AT,2024-06-26
1331,Exquisit GS380-NF-H-050E weiß,"€ 635,00",electronic4you,2024-06-26
1332,Exquisit GS380-NF-H-050E weiß,"€ 635,00",Majdic,2024-06-26
1333,Exquisit GS380-NF-H-050E weiß,"€ 635,00",electronic4you,2024-06-26
1334,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",Köck,2024-06-26
1335,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",Radio Krejcik Wien,2024-06-26
1336,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",electronic4you,2024-06-26
1337,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",Majdic,2024-06-26
1338,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",Servicehansa,2024-06-26
1339,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 161,00",electronic4you,2024-06-26
1340,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 162,30",sabi-online,2024-06-26
1341,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 162,99",Media Markt.at,2024-06-26
1342,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 181,55",Elektroshop Wagner AT,2024-06-26
1343,Exquisit GB60-150E Mini Gefrierschrank weiß,"€ 188,35",Elektroshop Wagner AT,2024-06-26
1344,Bauknecht GKN 14G3 WS 2,"€ 479,99",OTTO Österreich,2024-06-26
1345,Bauknecht GKN 14G3 WS 2,"€ 483,03",Amazon.at,2024-06-26
1346,Bauknecht GKN 14G3 WS 2,"€ 649,00",moebelix.at,2024-06-26
1347,Siemens iQ500 GI31NACE0,"€ 727,00",Köck,2024-06-26
1348,Siemens iQ500 GI31NACE0,"€ 727,00",Radio Krejcik Wien,2024-06-26
1349,Siemens iQ500 GI31NACE0,"€ 727,00",Küchen & Wohnstudio Kutzer,2024-06-26
1350,Siemens iQ500 GI31NACE0,"€ 727,00",Servicehansa,2024-06-26
1351,Siemens iQ500 GI31NACE0,"€ 743,20",ek-online,2024-06-26
1352,Siemens iQ500 GI31NACE0,"€ 743,20",sopo.at,2024-06-26
1353,Siemens iQ500 GI31NACE0,"€ 786,00",XXL Resch,2024-06-26
1354,Siemens iQ500 GI31NACE0,"€ 801,45",0815,2024-06-26
1355,Siemens iQ500 GI31NACE0,"€ 819,52",Amazon.at,2024-06-26
1356,Siemens iQ500 GI31NACE0,"€ 869,99",Universal Versand,2024-06-26
1357,Siemens iQ500 GI31NACE0,"€ 869,99",OTTO Österreich,2024-06-26
1358,Siemens iQ500 GI31NACE0,"€ 915,32",Elektroshop Wagner AT,2024-06-26
1359,Siemens iQ500 GI31NACE0,"€ 939,00",Siemens Online Shop,2024-06-26
1360,Siemens iQ500 GI31NACE0,"€ 1189,00",W-Wohnen,2024-06-26
1361,Liebherr FNe 5026-20 Plus NoFrost,"€ 797,00",Köck,2024-06-26
1362,Liebherr FNe 5026-20 Plus NoFrost,"€ 797,00",akatronik,2024-06-26
1363,Liebherr FNe 5026-20 Plus NoFrost,"€ 799,00",Expert,2024-06-26
1364,Liebherr FNe 5026-20 Plus NoFrost,"€ 799,00",Küchen & Wohnstudio Kutzer,2024-06-26
1365,Liebherr FNe 5026-20 Plus NoFrost,"€ 799,00",Selektro,2024-06-26
1366,Liebherr FNe 5026-20 Plus NoFrost,"€ 949,00",Red Zac,2024-06-26
1367,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Köck,2024-06-26
1368,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Schreck,2024-06-26
1369,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",akatronik,2024-06-26
1370,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Expert,2024-06-26
1371,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Radio Krejcik Wien,2024-06-26
1372,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Küchen & Wohnstudio Kutzer,2024-06-26
1373,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",sabi-online,2024-06-26
1374,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",electronic4you,2024-06-26
1375,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Majdic,2024-06-26
1376,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,00",Red Zac,2024-06-26
1377,Liebherr FNd 4224-22 Plus NoFrost,"€ 699,99",Media Markt.at,2024-06-26
1378,PKM GS168-M,"€ 292,20",Elektroshop Wagner AT,2024-06-26
1379,Bauknecht GKN 2173 A+++,"€ 604,03",Amazon.at,2024-06-26
1380,Bauknecht GKN 2173 A+++,"€ 669,99",Universal Versand,2024-06-26
1381,Bauknecht GKN 2173 A+++,"€ 669,99",OTTO Österreich,2024-06-26
1382,Bomann GB 7246 Gefrierbox inox-look,"€ 139,71",Elektroshop Wagner AT,2024-06-26
1383,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",Köck,2024-06-26
1384,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",ek-online,2024-06-26
1385,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",Schreck,2024-06-26
1386,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",akatronik,2024-06-26
1387,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",ElectronicPartner,2024-06-26
1388,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",ALLES KÜCHE,2024-06-26
1389,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",Küchen & Wohnstudio Kutzer,2024-06-26
1390,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",Media Markt.at,2024-06-26
1391,Liebherr FNc 7026-22 Plus NoFrost,"€ 1199,00",Red Zac,2024-06-26
1392,Severin GB 8880 Tisch-Gefrierschrank,"€ 170,42",Amazon.at,2024-06-26
1393,Severin GB 8882,"€ 115,82",Amazon.at,2024-06-26
1394,Exquisit GB40-150E Mini grau,"€ 125,90",Köck,2024-06-26
1395,Exquisit GB40-150E Mini grau,"€ 125,90",Radio Krejcik Wien,2024-06-26
1396,Exquisit GB40-150E Mini grau,"€ 125,90",Servicehansa,2024-06-26
1397,Exquisit GB40-150E Mini grau,"€ 129,99",neckermann.at,2024-06-26
1398,Exquisit GB40-150E Mini grau,"€ 138,99",Media Markt.at,2024-06-26
